"No.","Time","Source","Destination","Protocol","Length","Info"
"17621","79.735389","127.0.0.1","127.0.0.1","RTP","560","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11266, Time=2326365654, Mark"
"17622","79.740145","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11267, Time=2326362654"
"17623","79.746523","127.0.0.1","127.0.0.1","RTP","320","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36728, Time=538622508, Mark"
"17624","79.750742","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11268, Time=2326362654"
"17625","79.761860","127.0.0.1","127.0.0.1","RTP","331","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11269, Time=2326362654, Mark"
"17626","79.769748","127.0.0.1","127.0.0.1","RTP","309","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36729, Time=538623532, Mark"
"17627","79.773710","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11270, Time=2326371654"
"17628","79.777753","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11271, Time=2326371654"
"17629","79.782498","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11272, Time=2326371654"
"17630","79.787282","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11273, Time=2326371654"
"17631","79.792042","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11274, Time=2326371654"
"17632","79.792948","127.0.0.1","127.0.0.1","RTP","303","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36730, Time=538624556, Mark"
"17633","79.796785","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11275, Time=2326371654"
"17634","79.802324","127.0.0.1","127.0.0.1","RTP","286","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11276, Time=2326371654, Mark"
"17635","79.807220","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11277, Time=2326368654"
"17636","79.817011","127.0.0.1","127.0.0.1","RTP","320","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36731, Time=538625580, Mark"
"17637","79.823703","127.0.0.1","127.0.0.1","RTP","1341","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11278, Time=2326368654, Mark"
"17638","79.839408","127.0.0.1","127.0.0.1","RTP","317","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36732, Time=538626604, Mark"
"17639","79.839636","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11279, Time=2326377654"
"17640","79.843811","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11280, Time=2326377654"
"17641","79.848645","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11281, Time=2326377654"
"17642","79.852310","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11282, Time=2326377654"
"17643","79.857378","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11283, Time=2326377654"
"17644","79.860487","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11284, Time=2326377654"
"17645","79.862606","127.0.0.1","127.0.0.1","RTP","370","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36733, Time=538627628, Mark"
"17646","79.864642","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11285, Time=2326377654"
"17647","79.868983","127.0.0.1","127.0.0.1","RTP","866","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11286, Time=2326377654, Mark"
"17648","79.873717","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11287, Time=2326374654"
"17649","79.885846","127.0.0.1","127.0.0.1","RTP","312","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36734, Time=538628652, Mark"
"17650","79.890823","127.0.0.1","127.0.0.1","RTP","1288","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11288, Time=2326374654, Mark"
"17651","79.906322","127.0.0.1","127.0.0.1","RTP","70","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11289, Time=2326380654"
"17652","79.907202","127.0.0.1","127.0.0.1","RTP","58","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11290, Time=2326380654"
"17653","79.907236","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11291, Time=2326380654"
"17654","79.907383","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11292, Time=2326380654"
"17655","79.908456","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11293, Time=2326380654"
"17656","79.909459","127.0.0.1","127.0.0.1","RTP","294","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36735, Time=538629676, Mark"
"17657","79.912774","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11294, Time=2326380654"
"17658","79.912855","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11295, Time=2326380654"
"17659","79.913092","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11296, Time=2326380654"
"17660","79.914533","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11297, Time=2326380654"
"17661","79.915972","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11298, Time=2326380654"
"17662","79.917412","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11299, Time=2326380654"
"17663","79.918853","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11300, Time=2326380654"
"17664","79.920292","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11301, Time=2326380654"
"17665","79.921731","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11302, Time=2326380654"
"17666","79.923170","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11303, Time=2326380654"
"17667","79.924610","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11304, Time=2326380654"
"17668","79.926049","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11305, Time=2326380654"
"17669","79.927488","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11306, Time=2326380654"
"17670","79.928930","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11307, Time=2326380654"
"17671","79.930367","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11308, Time=2326380654"
"17672","79.931806","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11309, Time=2326380654"
"17673","79.933246","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11310, Time=2326380654"
"17674","79.934714","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11311, Time=2326380654"
"17675","79.936133","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11312, Time=2326380654"
"17676","79.937565","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11313, Time=2326380654"
"17677","79.939007","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11314, Time=2326380654"
"17678","79.940479","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11315, Time=2326380654"
"17679","79.940766","127.0.0.1","127.0.0.1","RTP","323","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36736, Time=538630700, Mark"
"17680","79.942207","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11316, Time=2326380654"
"17681","79.943644","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11317, Time=2326380654"
"17682","79.945088","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11318, Time=2326380654"
"17683","79.946523","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11319, Time=2326380654"
"17684","79.947963","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11320, Time=2326380654"
"17685","79.948837","127.0.0.1","127.0.0.1","RTP","876","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11321, Time=2326380654, Mark"
"17686","79.950278","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11322, Time=2326386654"
"17687","79.951719","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11323, Time=2326386654"
"17688","79.953156","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11324, Time=2326386654"
"17689","79.957177","127.0.0.1","127.0.0.1","RTP","317","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36737, Time=538631724, Mark"
"17690","79.957268","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11325, Time=2326386654"
"17691","79.961870","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11326, Time=2326386654"
"17692","79.967445","127.0.0.1","127.0.0.1","RTP","1256","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11327, Time=2326386654, Mark"
"17693","79.975620","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11328, Time=2326383654"
"17694","79.978715","127.0.0.1","127.0.0.1","RTP","312","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36738, Time=538632748, Mark"
"17695","79.990675","127.0.0.1","127.0.0.1","RTP","1053","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11329, Time=2326383654, Mark"
"17696","80.002329","127.0.0.1","127.0.0.1","RTP","327","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36739, Time=538633772, Mark"
"17697","80.006635","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11330, Time=2326392654"
"17698","80.011084","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11331, Time=2326392654"
"17699","80.015844","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11332, Time=2326392654"
"17700","80.020598","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11333, Time=2326392654"
"17701","80.025155","127.0.0.1","127.0.0.1","RTP","303","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36740, Time=538634796, Mark"
"17702","80.025351","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11334, Time=2326392654"
"17703","80.030118","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11335, Time=2326392654"
"17704","80.035475","127.0.0.1","127.0.0.1","RTP","278","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11336, Time=2326392654, Mark"
"17705","80.040721","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11337, Time=2326389654"
"17706","80.048391","127.0.0.1","127.0.0.1","RTP","307","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36741, Time=538635820, Mark"
"17707","80.057908","127.0.0.1","127.0.0.1","RTP","1058","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11338, Time=2326389654, Mark"
"17708","80.073979","127.0.0.1","127.0.0.1","RTP","318","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36742, Time=538636844, Mark"
"17709","80.074004","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11339, Time=2326398654"
"17710","80.077778","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11340, Time=2326398654"
"17711","80.082516","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11341, Time=2326398654"
"17712","80.087311","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11342, Time=2326398654"
"17713","80.092066","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11343, Time=2326398654"
"17714","80.094809","127.0.0.1","127.0.0.1","RTP","326","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36743, Time=538637868, Mark"
"17715","80.096784","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11344, Time=2326398654"
"17716","80.101752","127.0.0.1","127.0.0.1","RTP","489","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11345, Time=2326398654, Mark"
"17717","80.106760","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11346, Time=2326395654"
"17718","80.118045","127.0.0.1","127.0.0.1","RTP","306","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36744, Time=538638892, Mark"
"17719","80.123119","127.0.0.1","127.0.0.1","RTP","1080","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11347, Time=2326395654, Mark"
"17720","80.140184","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11348, Time=2326404654"
"17721","80.141268","127.0.0.1","127.0.0.1","RTP","339","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36745, Time=538639916, Mark"
"17722","80.144787","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11349, Time=2326404654"
"17723","80.149167","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11350, Time=2326404654"
"17724","80.153929","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11351, Time=2326404654"
"17725","80.158694","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11352, Time=2326404654"
"17726","80.163475","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11353, Time=2326404654"
"17727","80.164471","127.0.0.1","127.0.0.1","RTP","317","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36746, Time=538640940, Mark"
"17728","80.169027","127.0.0.1","127.0.0.1","RTP","1257","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11354, Time=2326404654, Mark"
"17729","80.174548","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11355, Time=2326401654"
"17730","80.184078","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11356, Time=2326401654"
"17731","80.187694","127.0.0.1","127.0.0.1","RTP","306","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36747, Time=538641964, Mark"
"17732","80.195222","127.0.0.1","127.0.0.1","RTP","404","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11357, Time=2326401654, Mark"
"17733","80.206473","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11358, Time=2326410654"
"17734","80.210931","127.0.0.1","127.0.0.1","RTP","305","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36748, Time=538642988, Mark"
"17735","80.211063","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11359, Time=2326410654"
"17736","80.215832","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11360, Time=2326410654"
"17737","80.220622","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11361, Time=2326410654"
"17738","80.225375","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11362, Time=2326410654"
"17739","80.230121","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11363, Time=2326410654"
"17740","80.235585","127.0.0.1","127.0.0.1","RTP","316","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36749, Time=538644012, Mark"
"17741","80.235590","127.0.0.1","127.0.0.1","RTP","230","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11364, Time=2326410654, Mark"
"17742","80.240738","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11365, Time=2326407654"
"17743","80.250768","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11366, Time=2326407654"
"17744","80.257910","127.0.0.1","127.0.0.1","RTP","337","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36750, Time=538645036, Mark"
"17745","80.261849","127.0.0.1","127.0.0.1","RTP","185","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11367, Time=2326407654, Mark"
"17746","80.273880","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11368, Time=2326416654"
"17747","80.277752","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11369, Time=2326416654"
"17748","80.280569","127.0.0.1","127.0.0.1","RTP","331","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36751, Time=538646060, Mark"
"17749","80.282493","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11370, Time=2326416654"
"17750","80.287315","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11371, Time=2326416654"
"17751","80.292043","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11372, Time=2326416654"
"17752","80.296786","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11373, Time=2326416654"
"17753","80.302374","127.0.0.1","127.0.0.1","RTP","424","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11374, Time=2326416654, Mark"
"17754","80.303794","127.0.0.1","127.0.0.1","RTP","325","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36752, Time=538647084, Mark"
"17755","80.307190","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11375, Time=2326413654"
"17756","80.324153","127.0.0.1","127.0.0.1","RTP","1333","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11376, Time=2326413654, Mark"
"17757","80.327015","127.0.0.1","127.0.0.1","RTP","321","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36753, Time=538648108, Mark"
"17758","80.340795","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11377, Time=2326422654"
"17759","80.344413","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11378, Time=2326422654"
"17760","80.350067","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11379, Time=2326422654"
"17761","80.350224","127.0.0.1","127.0.0.1","RTP","319","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36754, Time=538649132, Mark"
"17762","80.353933","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11380, Time=2326422654"
"17763","80.358708","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11381, Time=2326422654"
"17764","80.363454","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11382, Time=2326422654"
"17765","80.369030","127.0.0.1","127.0.0.1","RTP","104","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11383, Time=2326422654, Mark"
"17766","80.373815","127.0.0.1","127.0.0.1","RTP","330","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36755, Time=538650156, Mark"
"17767","80.374057","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11384, Time=2326419654"
"17768","80.390373","127.0.0.1","127.0.0.1","RTP","1178","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11385, Time=2326419654, Mark"
"17769","80.396673","127.0.0.1","127.0.0.1","RTP","323","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36756, Time=538651180, Mark"
"17770","80.407281","127.0.0.1","127.0.0.1","RTCP","102","Sender Report   Source description   "
"17771","80.407286","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11386, Time=2326428654"
"17772","80.411874","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11387, Time=2326428654"
"17773","80.417432","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11388, Time=2326428654"
"17774","80.419889","127.0.0.1","127.0.0.1","RTCP","102","Sender Report   Source description   "
"17775","80.419891","127.0.0.1","127.0.0.1","RTP","342","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36757, Time=538652204, Mark"
"17776","80.422976","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11389, Time=2326428654"
"17777","80.428737","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11390, Time=2326428654"
"17778","80.434156","127.0.0.1","127.0.0.1","RTP","1330","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11391, Time=2326428654, Mark"
"17779","80.440197","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11392, Time=2326425654"
"17780","80.443120","127.0.0.1","127.0.0.1","RTP","326","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36758, Time=538653228, Mark"
"17781","80.457095","127.0.0.1","127.0.0.1","RTP","1191","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11393, Time=2326425654, Mark"
"17782","80.466333","127.0.0.1","127.0.0.1","RTP","322","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36759, Time=538654252, Mark"
"17783","80.475818","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11394, Time=2326434654"
"17784","80.477144","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11395, Time=2326434654"
"17785","80.481309","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11396, Time=2326434654"
"17786","80.485492","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11397, Time=2326434654"
"17787","80.490420","127.0.0.1","127.0.0.1","RTP","325","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36760, Time=538655276, Mark"
"17788","80.490503","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11398, Time=2326434654"
"17789","80.493835","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11399, Time=2326434654"
"17790","80.497980","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11400, Time=2326434654"
"17791","80.502319","127.0.0.1","127.0.0.1","RTP","811","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11401, Time=2326434654, Mark"
"17792","80.508843","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11402, Time=2326431654"
"17793","80.512770","127.0.0.1","127.0.0.1","RTP","312","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36761, Time=538656300, Mark"
"17794","80.523739","127.0.0.1","127.0.0.1","RTP","1289","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11403, Time=2326431654, Mark"
"17795","80.537054","127.0.0.1","127.0.0.1","RTP","370","PT=DynamicRTP-Type-96, SSRC=0x7B6071FB, Seq=36762, Time=538657324, Mark"
"17796","80.541057","127.0.0.1","127.0.0.1","RTP","1442","PT=DynamicRTP-Type-96, SSRC=0x9E7BC18D, Seq=11404, Time=2326440654"
